date;content
20/05/2025;Hoy se supone día de gym, pero es día de pista, no muy querías, pero es necesario considero yo, fuimos a Burguer, yo la hice y salió NEGATIVOOOO, estamos bien por ahora, estoy escribiendo temprano, no sé si vuelva a escribir en la noche, pero creo que hoy fue mi última vez que lloró contigo, la verdad creo que ya ha sido mucho y te estás cansando de eso, voy a reservarlo, quizá en algún momento vuelva a suceder, pero no quiero que te sientas mal por eso, no me gusta guardarme cosas, pero si esto te hace sentir mejor, creo que lo haré, o quién sabe, la verdad hace tiempo atrás también dije que me iba a guardar las cosas y pues, nunca sucede jajaja pero sí me duele a veces.
21/05/2025;Hoy fuimos al gym, solamente abdomen y spinning, estuvo interesante la vuelta, dándole a la bicicleta con todo jajajaja por la mañana y tarde todo tranqui, como cualquier día laboral, hoy te llevó a tu presentación/exposición, hubieron rositas, la verdad están bien bonitas y me alegra que te hayan gustado muchooooooo, te amoo hermosaaaaa, los nervios de la quedada de hoy fueron a otro niveeeeel, estuvimos viendo las posibilidades de entrar cuando no hubiera nadie, pero ya no pude, terminé entrando a las 10 de la nocheeeee, que nervioooooooos, pero se logró y disfrutamos nuestro tiempo juntoooooooos. 
22/05/2025;Comenzamos con cafecitooo de Burger jajajaja estuvimos muy tranquis disfrutando de la plática y de lo que haríamos hoy, quedamos en que vendrías a la casa y veríamos las pelis que tenemos pendientes en mi cuevita, el día transcurre tranqui sin novedad y llega la tarde donde vendremos a casa, al final no sale el plan como quería, aunque limpié bastante y tenía preparadas unas mascarillas para ponernos mientras la veíamos, los comentarios de acá de que si no me daba vergüenza la situación en que está mi cuevita me afectaron un poco, pero siempre te lo comparto, gracias por tus palabras y por quererme tal y como soy, junto con mis limitaciones, aunque tu comentario al final me dejó muy pensativo y triste, pensar que no solo te sientes incómoda conmigo, sino que también incómoda con mi familia y el estar acá, preguntaa para cuando leas esto, ¿Sigue siendo así? 
23/05/2025;"Hoy me tocó ir a Guate a saltar jajajaaj tenemos que ir a ese Sky Zone en Cayalá, tiene canchita de fútbol y está shida ajajjaa que mojadaaaaa me dí al regresar, hasta pensé que me resbalaría, ibamos hablando y todo fresh, se supone nos veríamos un rato, pero al final ya no se pudo ;( "
24/05/2025;Nuestro sábado de chamba empezó tranqui, por la noche fuimos a ver la pelí de Stich, pero antes de todo eso llegué a la tienda para ayudar con una lavadora, termiamos viendo TV con tu abuela, ya no terminamos de ver Kung Fu Panda, pero luego en tu casa abracitos bonitos y tú estando cómoda, luego fuimos a ver la peli y regresamos a comer tamales y paches, que estaban algo salados los que nos tocaron jajaj pero comida es comidaaaaa JAJAJJA te amo hermosa, amo estar contigooooooooooo
25/05/2025;"Dominguito de dominical y luego viene la noticia de que ya BAJOOOOOOO ajjajaja así que como el tiktok que te mostré <b>Que bien, que bien, ya todo está bien </b>, que cosas las de ahora jajajaja en la tarde me tocó llevar a mi madre a hacer un mandado (ver a mi hermana) y ya no me pude quedar contigo para la tarde de novios ;( pero por la noche aún nos vimos y eso es bonitooo, amo estar contigo y pasar tiempo a tu ladoooooo, te AMOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO"
26/05/2025;Lunes de NO gym jajaja estuvimos un poco desvelados porque no podías dormir, durante el día no tuviste mucho trabajo hoy, por lo que hubieron muchoooos reels en mi chat🤭 amo que me mandés muchoooooos, comienzan tus parciales y toco ayuda jajaja considero que fue rápido, así que todo bieeeen. 
27/05/2025;"Hoy si entrenamos duroo, yo pechito y tú pierna, actualización, aún no hay besitoooooos ;( aún no se quita ese cosooo, aunque ya se ve bien secoooooo, quiero besitos, quiero besitooooos, hoy tienes tu parcial más complicado y solo espero que te salga bien, te amo preciosa."
28/05/2025;Entrenamos piernitaaaaa, estuvo shido, es tu último día de parciales y mi chamba comienzaaa jajaja ayudarte a darte las respuestas JAJAJJA aunque al parecer hoy estuvo complicado porque se pusieron enfrente tuyo, lograste responder las primeras series, pero la última ya ni que decir jajajaja veremos como te va. 
29/05/2025;Buen entreno el del día de hoy, incluso inició la planeación para quedarnos a mimir hoy juntitos, no tienes clases entonces facilitaría un poco, aunque tú papá siempre está ahí, entonces se complica la vueltaaaa 🫠 salimos, comimos un poco y luego regresamoos, tarde 9:40 y aún estaban por ahí, resulta que tuve que ir a caminar un ratito jajaja para luego entrar corriendo a las 10:00, que bonitoooooo es quedarme contigoooooooooooooo, amarte y sentirme amado por tiiiiiiiiii, que se repitaaaaaaaaaaaaaaaaaaaaaaaaaaaaa 🤭🤭
30/05/2025;Tengo invitación a ir a la playa contigoooo, aunque también veremos si se logra dar jajaja esperemooos que sí jajajajaja fuimos a un buffet de tacos y nos mojamos bastanteeeee jajajajajaja comí bastanteee, aunque siento que no di todo jajaja quería quedarme contigo nuevamenteeeeeeeeeeeeeeeeeeeee, me quedé con tus llaves y tocó subir corriendo jajaja parecía tambito corriendo JAJAJAJAJA 
31/05/2025;"Hoy hay final de Champions y no está el Barcitaaaaaaa ;( que triste noticia la que me dieron, fui contigo un ratito, pasar mi día a tu lado y luego me fui a acompañar a mi bro un rato al velorio, pero quedamos en que al regresar me quedaría contigoooo, me abriste la puerta a media nocheee jajaja y disfrutamos de dormir juntoooooos 🥹😍 te amo tantoooooooooooooo"
1/06/2025;Domingo de dominical, con sueñoooooo, nuestra conversiones solamente fueron en la mañana de que si había regresado bien y luego todo el día juntoooooooooooooooooooooooooooos, amo pasar mi tiempo a tu lado, te ayudé con tu coso de Excel, buscando buenas formas de hacerlo ajaja y por último regresé contigo, siento que estar todo el día a tu lado me hace bieeen. 
2/06/2025;Hoy tocó día presencial en Guateeee, que perezaaaaaaaaaaaaaa jajajaja no tenía ánimos de venir, pero me tocó grabación y espero que haya salido muy bien, más tardecito tú fuiste a la reunión general, yo no pude, estoy en mis últimas clases, resulta que no estás bien, tu papá se fue a otro cuarto y estuviste llorando conmigo, quiero ser siempre ese apoyo para ti, verificamos que si estuviera y que no se hubiera ido, pero todo bien. 
3/06/2025;Hoy por dormirnos tarde, ya no fuimos al gym, lo importante es descansar y que tú hayas dormido bien, se te antojó un tamalito de elote y a mi un atol de elote jajajajaja dijiste que llevarías y que llegara contigo, aunque al final no estaban shidos los tamalitos, yo pensé que me llevarías mi atol jajajaja al menos eso entendí, pero quedamos en que iremos a tomar atol un día jaajaja nuevo día contigoooo, que bonitoooooooo
4/06/2025;El día de hoy decidimos tener nuestra semana de descanso del gym, me quedé dormido, ibamos a ir, pero me dolía un poco la cabeza y los ojos, estoy empezando a sentirme mal, no tenía contemplado ir a visitarte el día de hoy, pero me invitaron a comer tacooooos y ni como rechazar una invitación jajajja pasamos tiempo juntos y comimos taquitooos, los días que no vamos al gym comemos más JAJAJ
5/06/2025;Aún no hay gyyymmm, hoy me sentía bastante estresado, me duele mucho la espalda, hombros y cuello, mi cuerpo está resintiendo mucho todo esto de que me digas que quieres terminar, quise ir al sauna por el calor, pero no se puede, más tarde fuimos por pestañas jaja hoy fuimos todos, tan HERMOSAAAA que te ves con tus pestañas, regresamos y pasamos por hamburguesitas y por fin pagué mi deuda con tu mamá JAJAJAJ 
6/06/2025;Seguimos en semana de descanso de gym y durante el día no hubo mayor detalle que considerar, por la tarde/noche me tienes visitandote nuevamenteeeee, se supone que iríamos al cumpleaños de Mily jajaja pero al final terminamos yendo por pizza, han sido días de comer bastanteeeee, estuvimos todo el tiempo en la tienda, platicando y molestando un poco, me siento bien estando contigo. 
7/06/2025;Hoy fue medio día de chamba, teníamos previsto el almuerzo con mi familia y nos combinamos para ir shidooooos, todo bien, alegreeee, nos ganó el deseo por un momentitoooo, pero luego ordenamos rápidamente todo acá en la casa, después del pastelito y que hayas vistos mis fotos de bebé jajajaja fuimos a tu casa, donde completamos el día, me hiciste colochos JAJAJAJ y luego al baño a quitarlos con agua, donde nuevamente nos ganó un poco el deseo, me gusta tocarte jajaj solamente no quiero hacerte sentir incómoda mientras hago eso, bajamos y todavía pasé un ratito en tu casa, donde tú mamá se empezó a desahogar un poco, luego mi hermana me llamó para ir a traer a mis sobrinos y no pudimos concluir la plática, pero si regresé a dejarte tus llaves jajaaj 
8/06/2025;Dominguito full de novios, aunque a medio día estabas rara conmigo, que no querías que estuviera contigo, al final pasé mi día a tu lado, incluso fuimos a hacer el súper jajajaja que bonita sensación el sentir que ya estoy siendo parte de todo, amo estar contigo, al regresar vimos una película y por la hora, ya no pudimos completar la segunda.
9/06/2025;"Es lunes así que no fuimos al gym, el día de hoy tuviste más tiempo libre y que bonito recibir tantos reel´s, vídeos y más mensajitos bonitoos, habíamos acordado en ir a la reunión de dominical más tarde, pero al final por la lluvia y que llegaste un poco tarde ya no se pudo, mis tontos pensamientos nuevamente inician una discusión y se llega al punto de ""terminar"", realmente me duele sentir eso, pero ya no sé que hacer, llegamos a un acuerdo, pero <b>¿Realmente podremos seguir juntos?</b>, mencionaste algo muy interesante <i>""No estamos hechos para ser pareja""</i>, eso dolió, pero me lo guardó, quiero comprender tus sentimientos y saber que sientes, pero también necesito tu comunicación, esperemos este diario pueda completar el año y no te quedes o leas solo una parte de él."
10/06/2025;"La madrugada estuvo potente, nuevamente seguimos peleando y ya no sé que hacer, hoy lo sentí fuerte que ya ni podía hablar, solo estaba escribiendo, luego en la mañana con la parte del trabajo solamente me dijiste que no estabas de ánimo para hablar y esta bien, toma tu tiempo, quiero resolver estooo, se supone que todo bien, ya tenía unas rositas listas para ti, te las fui a dejar en la puerta porque no querías verme, después soy obstinado así que regresé y empezamos a hablar y resolver, te iba a subir a la tienda, pero empezó a llover y pueees ni modoooooooo, me quedé jajajaja dormir juntitos estuvo bonito, aunque ya habíamos dicho que no volvería a pasar ;( "
11/06/2025;Pues ya de madrugada regresé a mi casa y todo fresh, no fuimos por cafecito y pie, porque estaba lloviznando entonces solo me vine a casa, todo el día estuvo tranqui, las cosas mejorando, ya en la noche pasé por ti y fuimos a la tienda, nuevamente una mini discusión, digo mini, porque no pasó  a mayores, realmente no sé si soy yo el del problema por querer cosaas, pero ahí vamos mejorando .
12/06/2025;Hoy te mediste el azúcar jajaja estás bastante bien, tienes 98 y debe estar en rango de 75-140, así que todo bien, tengo exposición fui a comprar ChaoMein, porque el martes habías mencionado que tenías ganas, así que expuse en tu cuarto, que arriesgado estar exponiendo a escondidas jaajjajaa luego comimos y todo fresh, a mimir juntitooos
13/06/2025;"Día fresh, seguimos sin ir al gym, el día normal, de trabajo y todo eso, actualmente está lloviendo mucho, por lo que no nos podremos ver :( aunque al final si se pudo jajaja me pareció gracioso porque tú mamá me dijo que tú me debías invitar y que por ella no había problema, luego tú me dices que depende de tu mamá y que por ti está bien JAJAJAJA bien graciosa la situación, luego fuimos a ver una lavadora y no pude mover el carro ;( se trabó el freno de mano o simplemente no le encontré el modo jajaja"
14/06/2025;Hoy me empezaste a ayudar con la maqueta de mi proyecto, graciaaas por esa ayuda, te noté extraña, quisé preguntarte y platicar, pero me alejaste, no me sentía tan cómodo porque hay veces que no te entiendo mi amor, pero con el tiempo se empezó a solucionar, fuimos a tomar un atol y luego a Zaragoza, estuvimos jugando futbolito con tu papá y hermanos, estuvo shidooooo, mi padre me llamó, pero no le pude contestar y cuando regresé a casa tuve un platica extensa con mi familia.
15/06/2025;Comenzamos el día con dominical y luego a comer camarones y mojarra jajajaja pasar todo mi domingo contigo es bonitooooo, incluso en la noche ya estaba invitadooo jajaja pero mi padre me llamó para contarme un situación que tú ya conoces, entonces tocó ir y hablar, aunque ya sabía me dolió de igual manera. 
16/06/2025;No me siento bien, todo el caso con mi padre me tiene un poquito desconcertado, actualmente solo quiero un abrazo tuyo y así fue, me voy a quedar contigo hoy, subí caminando fresh, aunque no se dio cuenta el señor de siempre, es bonito dormir a tu lado y que me escuches, aunque todo se salió de las manos y dormimos medio molestos, se añaden más cosas a mi cabeza. 
17/06/2025;Ya está todo bien, fuimos por el pie y cafecitoooo, aunque se nos fue el rollo y te llevé hasta tu casa, ya estaba el doncito ahí y también vimos a tu hermano jajajajaja luego llegué a tu casa, como se está haciendo costumbre en las noches y que bonito pasar tiempo a tu lado. 
18/06/2025;"Ibamos a ir al gym, pero estaba lloviendo, aunque después se quitó y ya fuimos, así que todo bien, en el día normalito, te tocó contar canastas jajaja y yo me fui a hacer un corte de cabello, esperaba que me dijeras guapo o algo así ;( me estaba sintiendo demasiado mal, hasta me dolió la cabeza, pero luego te acercas, me abrazaste (Eso necesitaba) y me empecé a calmar, terminé mi examen y todo bien. "
19/06/2025;"Hoy no fuimos al gym, me quise desviar porque ya no aguantaba y quería que alguien me escuchara, el día estuvo bien y tranquilo, la cabeza mantiene dolor, después en la noche llegué a grabar mi video y todo bien, luego nos molestamos (nuevamente ;() y yo fui a comer con mi familia para hablar de nuestra situación, regresé, hablamos en llamada un tiempo extenso y por un momentó pensé que habíamos solucionado todo."
20/06/2025;"Que día más pesado, la verdad ha estado complicada y tensa la situación si bien quiero darte tu espacio sin hablar, está complicado aguantar, fui a hablar contigo y tu recibimiento me hizo cambiar, un abracito y escuchar ""amor"" fuaaaa, me cambió totalmenteeee, y pues de una vez me quedé a mimir jajajaja cosa que estuvo shidaaaa, nos bañamos juntitooos aunque no querías JAJAJAJ pero se dioooooooooooooooooooooooooo JJAJAJA "
21/06/2025;
